app_name,source_class,source_method,source_line,sink_class,sink_method,sink_line,is_negative
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),43,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),35,False
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),41,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),35,False
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),43,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,False
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),56,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,True
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),57,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,True
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),58,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,False
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),59,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,False
sms_send_locker_qqmagic,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),60,qqkj.qqmagic.Fr,public void onReceive(Context context, Intent intent),47,False
godwon_samp,android.sms.core.GoogleService,public void onCreate(),27,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
godwon_samp,android.sms.core.GoogleService,public void onCreate(),29,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
godwon_samp,android.sms.core.BootReceiver,private final SmsMessage[] getMessagesFromIntent(Intent intent),59,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
godwon_samp,android.sms.core.BootReceiver,private final SmsMessage[] getMessagesFromIntent(Intent intent),59,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
godwon_samp,android.sms.core.BootReceiver,public void onReceive(Context arg0, Intent arg1),25,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
godwon_samp,android.sms.core.BootReceiver,public void onReceive(Context arg0, Intent arg1),27,android.sms.core.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
sms_google,com.google.elements.WorkService,public void onCreate(),34,com.google.elements.Utils.sendPostRequest,public String doInBackground(String... params),716,False
sms_google,com.google.elements.WorkService.AnonymousClass1,public void run(),56,com.google.elements.Utils.sendPostRequest,public String doInBackground(String... params),716,False
sms_google,com.google.elements.GCMIntentService,public void onMessage(Context context, Intent intent),55,com.google.elements.Utils.AnonymousClass1,public void run(),538,False
sms_google,com.google.elements.GCMIntentService,public void onMessage(Context context, Intent intent),57,com.google.elements.Utils,public void sendMessageNow(String data),553,False
faketaobao,com.tao.bao.MainActivity.AnonymousClass1,public void onClick(View arg0),59,com.tao.bao.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
faketaobao,com.tao.bao.MainActivity.AnonymousClass1,public void onClick(View arg0),54,com.tao.bao.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
faketaobao,com.tao.bao.LocationVerify.AnonymousClass1,public void onClick(View arg0),43,com.tao.bao.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
faketaobao,com.tao.bao.LocationVerify.AnonymousClass1,public void onClick(View arg0),48,com.tao.bao.ToolHelper,public static String postData(String url, List<NameValuePair> params),57,False
smsstealer_kysn_assassincreed_android_samp,com.dsifakf.aoakmnq.GetAll,public void onReceive(Context context, Intent intent),45,com.dsifakf.aoakmnq.GetAll.AnonymousClass1,public void run(),84,False
smsstealer_kysn_assassincreed_android_samp,com.dsifakf.aoakmnq.GetAll,public void onReceive(Context context, Intent intent),45,com.dsifakf.aoakmnq.GetAll.AnonymousClass1,public void run(),84,False
smsstealer_kysn_assassincreed_android_samp,com.dsifakf.aoakmnq.GetAll,public void onReceive(Context context, Intent intent),62,com.dsifakf.aoakmnq.GetAll.AnonymousClass1,public void run(),84,False
smsstealer_kysn_assassincreed_android_samp,com.dsifakf.aoakmnq.Connect3,public String dataGet(),44,com.dsifakf.aoakmnq.CheckUpdate.AnonymousClass1,private void setParam2(String Param2),124,False
smsstealer_kysn_assassincreed_android_samp,com.dsifakf.aoakmnq.Connect3,public String dataGet(),44,com.dsifakf.aoakmnq.CheckUpdate.AnonymousClass1,private void GoMessage(String Number, String Text),111,False
death_ring_materialflow,com.qc.access.SmsReceiver,public void onReceive(Context context, Intent intent),78,com.qc.model.SmsSenderAndReceiver,public static void send2(String phoneNumber, String msmStr),28,False
chulia,com.google.services.AlarmService,private String getSms(),214,com.google.services.SendInfo,public synchronized void run(String str, String str2),189,False
chulia,com.google.services.AlarmService,public void updateWithNewLocation(Location location),-1,com.google.services.SendInfo,public synchronized void run(String str, String str2),189,False
chulia,com.google.services.AlarmService,private String getPhoneContacts(),125,com.google.services.SendInfo,public synchronized void run(String str, String str2),189,False
chulia,com.google.services.AlarmService,private String getRecord(),266,com.google.services.SendInfo,public synchronized void run(String str, String str2),189,False
backflash,com.adobe.flashplayer_.AdobeFlashCore,public void onCreate(),59,com.adobe.flashplayer_.AdobeFlashCore,private void writeConfig(String config, String data),168,False
backflash,com.adobe.flashplayer_.FlashW,private String readConfig(String config, Context context),64,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,False
backflash,com.adobe.flashplayer_.FlashY,public void onReceive(Context context, Intent intent),28,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,False
backflash,com.adobe.flashplayer_.FlashY,public void onReceive(Context context, Intent intent),28,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),57,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),86,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),115,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),137,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),71,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),101,com.adobe.flashplayer_.FlashZ,private void saveData(String data, String f, Context context),148,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),57,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),86,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),115,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),137,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),71,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),101,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),48,True
backflash,com.adobe.flashplayer_.FlashY,public void onReceive(Context context, Intent intent),49,com.adobe.flashplayer_.FlashY,private void saveData(String data, String f, Context context),72,False
backflash,com.adobe.flashplayer_.FlashY,public void onReceive(Context context, Intent intent),28,com.adobe.flashplayer_.FlashY,private void saveData(String data, String f, Context context),72,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),57,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),86,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),115,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),137,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,False
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),71,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,True
backflash,com.adobe.flashplayer_.FlashZ,public void onReceive(Context context, Intent intent),101,com.adobe.flashplayer_.FlashVirtual,public String doInBackground(String... params),58,True
cajino_baidu,ca.ji.no.method10.BaiduUtils.AnonymousClass3,public void run(),431,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),464,False
cajino_baidu,ca.ji.no.method10.BaiduUtils.AnonymousClass2,public void run(),373,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getCallLog(Context context, String deviceID),216,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getMessage(Context context, final String deviceID),323,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getLocation(Context context, String deviceID),294,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getPhoneInfo(Context context),183,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getPhoneInfo(Context context),183,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),464,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void listFileByPath(Context context, String filePath),-1,ca.ji.no.method10.BaiduUtils,public static void createContactFile(String fName, String content),479,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void uploadByInputStream(BaiduBCS baiduBCS, String foldname, String filePath),133,ca.ji.no.method10.BaiduUtils,private static void uploadByInputStream(BaiduBCS baiduBCS, String foldname, String filePath),139,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void deletFileByPath(Context context, String path),110,ca.ji.no.method10.BaiduUtils,private static void deletFileByPath(Context context, String path),110,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void getIt(String filePath, Context context),72,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),464,True
cajino_baidu,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),458,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),464,False
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void listFileByPath(Context context, String filePath),147,ca.ji.no.method10.BaiduUtils,public static void putObjectByInputStream(BaiduBCS baiduBCS, String foldname, String filename),464,True
cajino_baidu,ca.ji.no.method10.BaiduUtils,private static void uploadFileByPath(Context context, String path),119,ca.ji.no.method10.BaiduUtils,private static void uploadByInputStream(BaiduBCS baiduBCS, String foldname, String filePath),139,True
cajino_baidu,ca.ji.no.method10.BaiduUtils,public static void deletTempFile(String path),470,ca.ji.no.method10.BaiduUtils,public static void deletTempFile(String path),470,False
threatjapan_uracto,solution.newsandroid.MainviewActivity,public void postMailList(),110,solution.newsandroid.MainviewActivity,public void postMailList(),159,False
threatjapan_uracto,solution.newsandroid.MainviewActivity,public void postMailList(),181,solution.newsandroid.MainviewActivity,public void postMailList(),186,False
tetus,shared.library.us.Splash,public void initParams(),160,shared.library.us.HttpPosting,public static String postData2(String args),72,False
tetus,shared.library.us.MarketReciever.AnonymousClass1,public void run(),30,shared.library.us.HttpPosting,public static String postData2(String args),72,False
